[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.02801182 0.01339877 0.9585895 ],[6.45929405e-02 8.03416901e-07 4.54837775e-07],[1.82696425e-01 2.27240616e-06 1.28647550e-06]
[0.00574466 0.01121054 0.98304474],[6.00353505e-02 1.70812688e-07 1.32963843e-07],[1.69805614e-01 4.83131241e-07 3.76078541e-07]
[0.0343225  0.09496009 0.8707174 ],[5.54626174e-02 4.58002868e-06 4.05392588e-05],[1.56871971e-01 1.29542773e-05 1.14662339e-04]
[0.03058396 0.02845222 0.94096386],[7.31524170e-02 2.40235255e-06 1.69211508e-06],[2.06906281e-01 6.79487911e-06 4.78602419e-06]
[0.17536113 0.06245515 0.7621837 ],[2.74530069e-02 2.34287923e-03 6.23197801e-05],[0.07764883 0.00662666 0.00017627]
[0.41504148 0.02433137 0.56062716],[0.00038308 0.03368596 0.00638415],[0.00108351 0.09527828 0.0180571 ]
[0.18062541 0.03745912 0.7819155 ],[5.10132331e-02 2.05796050e-05 2.42613168e-04],[1.44287212e-01 5.82079129e-05 6.86213666e-04]
[0.00767519 0.00675265 0.9855721 ],[6.02140932e-02 1.23208036e-07 1.38945595e-07],[1.70311175e-01 3.48484950e-07 3.92997488e-07]
[0.00785521 0.07207047 0.9200744 ],[6.54281105e-02 8.55575307e-07 2.02677158e-06],[1.85058642e-01 2.41993240e-06 5.73257570e-06]
[0.0229796  0.04203176 0.9349887 ],[6.26916931e-02 3.33512035e-07 6.18506364e-07],[1.77318885e-01 9.43314486e-07 1.74940018e-06]
[0.01987599 0.01432852 0.9657955 ],[6.16394140e-02 3.80451331e-07 2.37492284e-07],[1.74342590e-01 1.07607886e-06 6.71729617e-07]
[0.00428021 0.00520436 0.9905155 ],[5.90589089e-02 1.14564537e-07 1.02277920e-07],[1.67043820e-01 3.24037444e-07 2.89285643e-07]
[0.00862576 0.72543466 0.26593956],[1.20840721e-06 5.35841918e-02 1.06315958e-05],[3.41789173e-06 1.51558982e-01 3.00706939e-05]
[0.24450845 0.05621878 0.6992728 ],[0.0481306  0.00147311 0.00013295],[0.13613389 0.00416659 0.00037603]
[0.16693646 0.11025388 0.7228096 ],[0.07755183 0.00266861 0.00099687],[0.2193497  0.00754797 0.00281958]
[0.01396929 0.01953704 0.9664937 ],[6.18852294e-02 1.62755878e-07 1.87872292e-07],[1.75037862e-01 4.60343140e-07 5.31383086e-07]
[0.01279089 0.02657597 0.96063316],[6.42172022e-02 2.79324527e-07 3.51453249e-07],[1.81633677e-01 7.90049067e-07 9.94059903e-07]
[0.01990916 0.00878516 0.9713057 ],[6.30901877e-02 4.14307821e-07 2.82605592e-07],[1.78445998e-01 1.17183948e-06 7.99329323e-07]
[0.07272837 0.02362311 0.9036485 ],[6.36952765e-02 6.29273838e-06 1.66668429e-06],[1.80157448e-01 1.77985519e-05 4.71409505e-06]
[0.01280303 0.00908561 0.9781114 ],[6.20671316e-02 1.84832310e-07 2.35082790e-07],[1.75552359e-01 5.22784718e-07 6.64914539e-07]
[0.00522082 0.01215643 0.98262274],[5.92437646e-02 1.20779044e-07 1.60765021e-07],[1.67566671e-01 3.41614723e-07 4.54712145e-07]
[0.02082822 0.15072773 0.828444  ],[5.19181730e-02 1.46912038e-05 1.70705940e-04],[1.46846769e-01 4.15529994e-05 4.82829311e-04]
[0.04119444 0.02207667 0.93672895],[6.47656519e-02 4.45955346e-07 3.40081822e-07],[1.83184926e-01 1.26135220e-06 9.61896650e-07]
[0.01187014 0.035879   0.95225084],[5.98392256e-02 1.96533803e-07 1.40211458e-07],[1.69250889e-01 5.55881539e-07 3.96577890e-07]
[0.49658737 0.0135396  0.48987302],[0.00283909 0.07941299 0.00105814],[0.00803015 0.22461385 0.00299287]
[0.00755533 0.01798707 0.97445756],[6.48783631e-02 2.64831361e-07 2.91473652e-07],[1.83503722e-01 7.49056204e-07 8.24411985e-07]
[0.01811753 0.0136399  0.96824247],[6.82648357e-02 4.59907902e-07 4.48782121e-07],[1.93082113e-01 1.30081598e-06 1.26934753e-06]
[0.03843999 0.3314775  0.63008255],[4.63102636e-02 1.98650472e-05 3.10291049e-04],[1.30985206e-01 5.61868384e-05 8.77635620e-04]
[0.04697347 0.04436125 0.9086653 ],[7.08559326e-02 1.70320230e-06 1.17065144e-06],[2.00410842e-01 4.81738359e-06 3.31110228e-06]
[0.00904241 0.29207176 0.6988858 ],[8.03318864e-02 5.25459839e-05 1.20195311e-04],[2.27212887e-01 1.48622486e-04 3.39963678e-04]
[0.01478354 0.5392648  0.4459516 ],[1.16963646e-05 3.55578583e-02 3.84480524e-04],[3.30823148e-05 1.00572811e-01 1.08747514e-03]
[0.04524118 0.01185453 0.94290423],[6.16725082e-02 2.15306813e-07 1.70482631e-07],[1.74436195e-01 6.08979631e-07 4.82197698e-07]
[0.00217717 0.9571362  0.04068666],[1.16388776e-07 5.81419637e-02 1.80327315e-07],[3.29197170e-07 1.64450307e-01 5.10042669e-07]
[0.18762247 0.01926183 0.79311574],[3.66582027e-02 4.52167900e-04 1.56877395e-05],[1.03685055e-01 1.27892395e-03 4.43716280e-05]
[0.01705706 0.03249811 0.9504448 ],[6.58221730e-02 3.13385970e-07 3.42163421e-07],[1.86173219e-01 8.86389379e-07 9.67784301e-07]
[0.02633764 0.01605185 0.95761055],[6.87132539e-02 5.68223877e-07 6.68940374e-07],[1.94350431e-01 1.60717983e-06 1.89204910e-06]
[0.11133211 0.00843692 0.88023096],[6.32346196e-02 1.69049880e-06 6.45590235e-07],[1.78854513e-01 4.78145265e-06 1.82600493e-06]
[0.02865949 0.00386384 0.96747667],[5.89999798e-02 2.26802836e-07 1.41600969e-07],[1.66877143e-01 6.41495293e-07 4.00508023e-07]
[0.05539194 0.15222064 0.79238737],[0.0755156  0.00011126 0.00035108],[0.21359039 0.00031469 0.00099302]
[0.0228531  0.02061591 0.9565309 ],[6.36842177e-02 1.28512574e-06 5.69898803e-07],[1.80126169e-01 3.63488449e-06 1.61191723e-06]
[0.19108868 0.14436145 0.6645498 ],[8.67328812e-02 2.12441491e-05 2.63552321e-05],[2.45317634e-01 6.00875275e-05 7.45438533e-05]
[0.17514664 0.01649723 0.8083561 ],[5.23774378e-02 1.31715147e-04 1.16245999e-05],[1.48145766e-01 3.72546696e-04 3.28793337e-05]
[0.02529544 0.04510054 0.929604  ],[7.14674705e-02 8.17342047e-07 8.82484394e-07],[2.02140532e-01 2.31179242e-06 2.49604280e-06]
[0.00998345 0.01980326 0.97021335],[6.28504759e-02 2.06898937e-07 1.86109092e-07],[1.77767991e-01 5.85198565e-07 5.26396005e-07]
[0.00798042 0.01457088 0.97744876],[5.92009132e-02 1.46706093e-07 1.15408222e-07],[1.67445469e-01 4.14947493e-07 3.26423745e-07]
[0.02108855 0.01785414 0.9610573 ],[6.63975941e-02 4.20343046e-07 5.21660945e-07],[1.87800756e-01 1.18890967e-06 1.47547997e-06]
[0.02895357 0.00877365 0.96227276],[6.09659062e-02 1.78121044e-07 1.46553377e-07],[1.72437623e-01 5.03802394e-07 4.14515547e-07]
[0.01801882 0.00943349 0.9725477 ],[6.25481655e-02 6.01700335e-07 3.24636251e-07],[1.76912928e-01 1.70186555e-06 9.18209977e-07]
[0.28488353 0.02631073 0.6888057 ],[0.00907054 0.02675647 0.00039966],[0.02565535 0.07567873 0.00113042]
[0.01592484 0.04594861 0.9381265 ],[6.59821025e-02 6.46002179e-07 1.17348189e-06],[1.86625569e-01 1.82717009e-06 3.31910800e-06]
[0.01484314 0.46290034 0.5222565 ],[0.00536465 0.00128632 0.06417366],[0.01517351 0.00363825 0.18151053]
[0.42190936 0.02073369 0.55735695],[0.04379002 0.00317622 0.0002739 ],[0.12385689 0.00898369 0.00077469]
[0.04477401 0.04957691 0.90564907],[7.5631600e-02 1.5682198e-05 7.4083477e-06],[2.13918469e-01 4.43559542e-05 2.09539716e-05]
[0.6594328  0.01097168 0.3295955 ],[0.00010498 0.00921837 0.01279462],[0.00029693 0.02607348 0.03618865]
[0.02232933 0.33760437 0.64006627],[0.00873525 0.00219045 0.06232937],[0.02470702 0.00619551 0.17629408]
[0.9356106  0.00786572 0.05652372],[5.68962850e-07 2.12512656e-06 5.96539076e-02],[1.60926996e-06 6.01076561e-06 1.68726730e-01]
[0.00566026 0.00773104 0.9866087 ],[5.97984552e-02 1.59346569e-07 1.26190476e-07],[1.69135573e-01 4.50700158e-07 3.56920565e-07]
[0.05772291 0.12302343 0.8192536 ],[5.58032500e-02 1.89588404e-05 1.72003641e-04],[1.57835426e-01 5.36236984e-05 4.86499764e-04]
[0.02054014 0.00931579 0.9701441 ],[6.12250333e-02 1.35490717e-07 1.41164959e-07],[1.73170545e-01 3.83225620e-07 3.99274798e-07]
[0.01947203 0.01254051 0.96798754],[6.37706183e-02 2.23089940e-07 2.52441446e-07],[1.80370547e-01 6.30993639e-07 7.14012233e-07]
[0.01467486 0.02215787 0.96316725],[6.46364010e-02 2.91603614e-07 3.56629097e-07],[1.82819350e-01 8.24779572e-07 1.00869941e-06]
[0.00862375 0.01979648 0.9715798 ],[6.12058260e-02 3.04589710e-07 1.99227438e-07],[1.73116218e-01 8.61509799e-07 5.63500289e-07]
[0.12451117 0.05067631 0.8248126 ],[7.11347273e-02 3.81784957e-06 1.99280761e-06],[2.01199392e-01 1.07985093e-05 5.63651109e-06]
[0.2928549  0.03286512 0.6742799 ],[0.06594734 0.00084811 0.00017714],[0.18652724 0.00239883 0.00050102]
[0.06807637 0.09927242 0.8326512 ],[6.67776213e-02 4.10842776e-06 1.54739597e-05],[1.88875636e-01 1.16203885e-05 4.37669673e-05]
[0.01825267 0.00436536 0.9773819 ],[6.00600133e-02 1.09471754e-07 1.13016406e-07],[1.69875371e-01 3.09632879e-07 3.19658669e-07]
[0.00603551 0.01245885 0.9815056 ],[6.00864673e-02 1.29024803e-07 1.18272924e-07],[1.69950194e-01 3.64937254e-07 3.34526345e-07]
[0.03802939 0.02545784 0.93651277],[7.09497478e-02 7.04824067e-07 7.17874527e-07],[2.00676191e-01 1.99354351e-06 2.03045578e-06]
